qubits,n_runs,cobyla_final_mean,cobyla_final_std,qnspsa_final_mean,qnspsa_final_std,cobyla_evals_mean,qnspsa_evals_mean,cobyla_wins,qnspsa_wins
4,5,-0.9676767676767677,0.0471188031906691,-0.9919191919191919,0.009896928253669416,146.8,240.0,2,2
8,5,-0.6606060606060606,0.6486578956626908,-0.9919191919191919,0.009896928253669416,395.4,537.0,0,2
16,5,-0.3454545454545454,0.7816485081981093,-0.9959595959595958,0.00808080808080809,731.4,1161.0,1,3
