qubits,n_runs,cobyla_final_mean,cobyla_final_std,qnspsa_final_mean,qnspsa_final_std,cobyla_evals_mean,qnspsa_evals_mean,cobyla_wins,qnspsa_wins
4,5,-0.701010101010101,0.13665886485081022,-0.2686868686868687,0.22834539233850168,421.0,628.0,5,0
8,5,0.01414141414141414,0.08417239052929155,-0.20404040404040402,0.1175195116949413,840.2,1200.0,0,5
16,5,-0.3494949494949494,0.3527899790374638,-0.5151515151515151,0.14735016184897348,1974.6,2346.0,3,2
