qubits,n_runs,cobyla_final_mean,cobyla_final_std,qnspsa_final_mean,qnspsa_final_std,cobyla_evals_mean,qnspsa_evals_mean,cobyla_wins,qnspsa_wins
4,5,-0.9999904296670683,1.622274767656847e-05,-0.5543621346755228,0.23041851238748617,1511.0,628.0,5,0
8,5,-0.9997016134894832,0.00039785223521442793,-0.6053390934841365,0.08448416115127655,4200.0,1200.0,5,0
16,5,-0.9999408899303583,0.00010689315212633679,-0.7309455442382065,0.07923930429069562,8400.0,2346.0,5,0
