qubits,n_runs,cobyla_final_mean,cobyla_final_std,qnspsa_final_mean,qnspsa_final_std,cobyla_evals_mean,qnspsa_evals_mean,cobyla_wins,qnspsa_wins
4,5,-0.9999999974127081,1.4576224156592591e-09,-0.9931874094965162,0.003269936794552339,175.6,240.0,5,0
8,5,-0.9999998820005708,1.53003608455631e-07,-0.9927784995684721,1.1703461770217148e-09,357.6,537.0,5,0
16,5,0.5569382497245237,0.09624725386360322,-0.9939224216015917,3.358094380987756e-09,101.0,1161.0,0,5
