qubits,n_runs,cobyla_final_mean,cobyla_final_std,qnspsa_final_mean,qnspsa_final_std,cobyla_evals_mean,qnspsa_evals_mean,cobyla_wins,qnspsa_wins
4,5,-0.9999999974127081,1.4576224156592591e-09,-0.9913122657261034,0.0005088226324485511,175.6,240.0,5,0
8,5,-0.9999999963527786,8.068341645973562e-10,-0.9927784998325739,8.447792482339226e-10,506.8,537.0,5,0
16,5,-0.9999999975154668,1.1829317115714477e-09,-0.9939224234391327,1.7983068919838326e-09,1200.2,1161.0,5,0
